dept,siren,raison_sociale,nature_juridique,mode_financ,nb_membres,total_pop_tot,total_pop_mun,dep_com,insee,siren_membre,nom_membre,ptot_2020,pmun_2020
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14887,14590,01,01304,210103040,Pont-d'Ain,2993,2964
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14887,14590,01,01199,210101994,Jujurieux,2200,2156
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14887,14590,01,01273,210102737,Neuville-sur-Ain,1784,1756
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14887,14590,01,01314,210103149,Priay,1763,1729
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14887,14590,01,01363,210103636,Saint-Jean-le-Vieux,1802,1723
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14887,14590,01,01303,210103032,Poncin,1738,1703
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14887,14590,01,01068,210100681,Cerdon,797,783
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14887,14590,01,01430,210104303,Varambon,598,584
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14887,14590,01,01056,210100566,Boyeux-Saint-Jérôme,351,346
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14887,14590,01,01200,210102000,Labalme,212,210
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14887,14590,01,01077,210100772,Challes-la-Montagne,197,194
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14887,14590,01,01331,210103313,Saint-Alban,182,178
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14887,14590,01,01404,210104048,Serrières-sur-Ain,136,134
01,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,14,14887,14590,01,01242,210102422,Mérignat,134,130
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01034,210100343,Belley,9499,9103
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01138,210101382,Culoz,3082,3035
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01036,200086411,Valromey-sur-Séran,1329,1311
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01022,210100228,Artemare,1255,1237
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01338,200060143,Groslée-Saint-Benoit,1229,1193
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01061,210100616,Brens,1193,1166
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01098,200063121,Chazey-Bons,1148,1112
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01454,210104543,Virignin,1118,1097
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01452,210104527,Virieu-le-Grand,1106,1081
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01073,210100731,Ceyzérieu,1033,1007
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01286,200059913,Parves et Nattages,980,942
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01294,210102943,Peyrieu,888,873
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01058,210100582,Brégnier-Cordon,852,839
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01079,210100798,Champagne-en-Valromey,851,820
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01453,200086403,Arvière-en-Valromey,735,713
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01187,200053676,Haut Valromey,691,669
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01015,200053668,Arboys en Bugey,661,644
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01227,200084978,Magnieu,657,644
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01239,210102398,Massignieu-de-Rives,628,614
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01116,210101168,Contrevoz,510,499
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01039,210100392,Béon,462,454
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01415,210104154,Talissieu,460,450
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01141,210101416,Cuzieu,463,448
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01372,210103727,Saint-Martin-de-Bavel,443,438
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01358,210103586,Saint-Germain-les-Paroisses,437,434
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01133,210101333,Cressin-Rochefort,403,392
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01009,210100095,Andert-et-Condon,339,330
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01268,210102687,Murs-et-Gélignieux,256,252
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01310,210103107,Prémeyzel,252,248
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01193,210101937,Izieu,242,235
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01330,210103305,Ruffieu,191,186
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01234,210102349,Marignieu,175,172
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01302,210103024,Pollieu,165,159
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01329,210103297,Rossillon,157,151
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01117,210101176,Conzieu,150,148
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01110,210101101,Colomieu,142,140
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01100,210101002,Cheignieu-la-Balme,138,134
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01208,210102083,Lavours,130,124
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01006,210100061,Ambléon,117,111
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01066,210100665,La Burbanche,78,77
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01456,210104568,Vongnes,72,70
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01162,210101622,Flaxieu,71,68
01,200040350,CC Bugey Sud,CC,FPU,43,34817,33848,01,01019,210100194,Armix,29,28
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01427,210104279,Trévoux,7009,6845
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01322,210103222,Reyrieux,4929,4797
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01238,210102380,Massieux,2650,2590
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01166,210101663,Frans,2407,2351
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01157,210101572,Fareins,2246,2204
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01347,210103479,Saint-Didier-de-Formans,2029,1960
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01250,210102505,Misérieux,2195,1941
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01005,210100053,Ambérieux-en-Dombes,1723,1689
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01105,210101051,Civrieux,1736,1680
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01353,210103537,Sainte-Euphémie,1695,1667
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01446,210104469,Villeneuve,1537,1501
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01339,210103396,Saint-Bernard,1475,1433
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01021,210100210,Ars-sur-Formans,1438,1408
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01398,210103982,Savigneux,1367,1351
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01285,210102851,Parcieux,1235,1206
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01423,210104238,Toussieux,1111,1091
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01030,210100301,Beauregard,880,866
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01362,210103628,Saint-Jean-de-Thurigneux,784,771
01,200042497,CC Dombes Saône Vallée,CC,FPU,19,39190,38078,01,01318,210103180,Rancé,744,727
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01283,210102836,Oyonnax,22943,22427
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01185,200086122,Plateau d'Hauteville,5031,4853
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01031,210100319,Bellignat,3859,3624
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01269,210102695,Nantua,3584,3446
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01265,210102653,Montréal-la-Cluse,3505,3435
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01014,210100145,Arbent,3459,3367
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01192,210101929,Izernore,2309,2247
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01148,210101481,Dortan,1890,1846
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01237,210102372,Martignat,1720,1654
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01181,210101812,Groissiat,1281,1229
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01170,210101705,Béard-Géovreissiat,1079,1051
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01373,210103735,Saint-Martin-du-Frêne,1085,1049
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01267,210102679,Nurieux-Volognat,1052,1028
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01171,210101713,Géovreisset,917,874
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01307,210103073,Port,869,849
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01152,210101523,Échallon,777,757
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01204,200053395,Le Poizat-Lalleyriat,735,720
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01441,210104410,Vieu-d'Izenave,724,707
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01392,210103925,Samognat,680,653
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01080,200056695,Champdor-Corcelles,665,651
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01240,210102406,Matafelon-Granges,658,641
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01274,210102745,Les Neyrolles,654,639
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01228,210102281,Maillat,648,635
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01063,210100632,Brion,528,521
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01060,210100608,Brénod,530,509
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01112,210101127,Condamine,448,411
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01011,210100111,Apremont,387,376
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01012,210100129,Aranc,330,326
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01035,210100350,Belleydoux,322,314
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01410,210104105,Sonthonnax-la-Montagne,319,312
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01087,210100871,Charix,295,285
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01206,210102067,Lantenay,283,277
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01282,210102828,Outriaz,266,260
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01067,210100673,Ceignes,267,254
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01293,210102935,Peyriat,161,157
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01191,210101911,Izenave,160,156
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01214,210102141,Leyssard,156,152
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01101,210101010,Chevillard,160,151
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01155,210101556,Évosges,147,145
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01121,210101218,Corlier,115,114
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01051,210100517,Bolozon,90,89
01,200042935,CA Haut - Bugey Agglomération,CA,FPU,42,65133,63236,01,01311,210103115,Prémillieu,45,45
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01093,210100939,Châtillon-sur-Chalaronne,5060,4859
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01443,210104436,Villars-les-Dombes,4884,4795
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01333,210103339,Saint-André-de-Corcy,3408,3354
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01074,210100749,Chalamont,2484,2451
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01248,210102489,Mionnay,2147,2100
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01389,210103891,Saint-Trivier-sur-Moignans,1840,1799
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01092,210100921,Châtillon-la-Palud,1652,1584
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01383,210103834,Saint-Paul-de-Varax,1549,1529
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01272,210102729,Neuville-les-Dames,1531,1510
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01371,210103719,Saint-Marcel,1304,1279
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01235,210102356,Marlieux,1207,1112
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01381,210103818,Saint-Nizier-le-Désert,935,916
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01083,210100830,Chaneins,925,910
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01113,210101135,Condeissiat,835,822
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01001,210100012,L'Abergement-Clémenciat,794,776
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01449,210104493,Villette-sur-Ain,767,755
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01261,210102612,Monthieux,669,646
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01028,210100285,Baneins,611,602
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01328,210103289,Romans,594,590
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01412,210104121,Sulignat,598,586
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01299,210102992,Le Plantay,573,564
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01393,210103933,Sandrans,535,530
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01319,210103198,Relevant,468,463
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01434,210104345,Versailleux,447,438
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01146,210101465,Dompierre-sur-Chalaronne,445,435
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01335,210103354,Saint-André-le-Bouchoux,396,390
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01085,210100855,La Chapelle-du-Châtelard,393,388
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01090,210100905,Châtenay,345,341
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01052,210100525,Bouligneux,334,328
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01207,210102075,Lapeyrouse,328,316
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01045,210100459,Birieux,287,283
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01382,210103826,Sainte-Olive,285,283
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01129,210101291,Crans,270,266
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01359,210103594,Saint-Germain-sur-Renon,240,236
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01356,210103560,Saint-Georges-sur-Renon,219,214
01,200069193,CC de la Dombes,CC,FPU,36,39490,38580,01,01428,210104287,Valeins,131,130
01,200070118,CC Val de Saône Centre,CC,FPU,15,20934,20497,01,01263,210102638,Montmerle-sur-Saône,3859,3793
01,200070118,CC Val de Saône Centre,CC,FPU,15,20934,20497,01,01348,210103487,Saint-Didier-sur-Chalaronne,2938,2875
01,200070118,CC Val de Saône Centre,CC,FPU,15,20934,20497,01,01420,210104204,Thoissey,1756,1741
01,200070118,CC Val de Saône Centre,CC,FPU,15,20934,20497,01,01165,210101655,Francheleins,1643,1611
01,200070118,CC Val de Saône Centre,CC,FPU,15,20934,20497,01,01351,210103511,Saint-Étienne-sur-Chalaronne,1582,1555
01,200070118,CC Val de Saône Centre,CC,FPU,15,20934,20497,01,01183,210101838,Guéreins,1477,1452
01,200070118,CC Val de Saône Centre,CC,FPU,15,20934,20497,01,01075,210100756,Chaleins,1376,1342
01,200070118,CC Val de Saône Centre,CC,FPU,15,20934,20497,01,01243,210102430,Messimy-sur-Saône,1256,1224
01,200070118,CC Val de Saône Centre,CC,FPU,15,20934,20497,01,01258,210102588,Montceaux,1231,1195
01,200070118,CC Val de Saône Centre,CC,FPU,15,20934,20497,01,01252,210102521,Mogneneins,801,778
01,200070118,CC Val de Saône Centre,CC,FPU,15,20934,20497,01,01295,210102950,Peyzieux-sur-Saône,674,661
01,200070118,CC Val de Saône Centre,CC,FPU,15,20934,20497,01,01167,210101671,Garnerans,672,647
01,200070118,CC Val de Saône Centre,CC,FPU,15,20934,20497,01,01188,210101887,Illiat,644,627
01,200070118,CC Val de Saône Centre,CC,FPU,15,20934,20497,01,01169,210101697,Genouilleux,632,612
01,200070118,CC Val de Saône Centre,CC,FPU,15,20934,20497,01,01225,210102257,Lurcy,393,384
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01457,210104576,Vonnas,3019,2961
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01246,210102463,Mézériat,2209,2172
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01179,210101796,Grièges,1928,1876
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01343,210103438,Saint-Cyr-sur-Menthon,1816,1776
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01134,210101341,Crottet,1777,1734
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01306,210103065,Pont-de-Veyle,1690,1625
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01203,210102034,Laiz,1251,1212
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01365,210103651,Saint-Jean-sur-Veyle,1169,1149
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01123,210101234,Cormoranche-sur-Saône,1175,1138
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01096,210100962,Chaveyriat,1037,1008
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01046,210100467,Biziat,885,876
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01136,210101366,Cruzilles-lès-Mépillat,888,868
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01084,210100848,Chanoz-Châtenay,861,844
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01291,210102919,Perrex,845,838
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01368,210103685,Saint-Julien-sur-Veyle,832,817
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01334,210103347,Saint-André-d'Huiriat,635,626
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01355,210103552,Saint-Genis-sur-Menthon,479,472
01,200070555,CC de la Veyle,CC,FPU,18,22789,22271,01,01042,210100426,Bey,293,279
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01025,200077220,Bâgé-Dommartin,4200,4092
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01320,210103206,Replonges,3796,3717
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01159,210101598,Feillens,3360,3291
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01305,210103057,Pont-de-Vaux,2303,2258
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01231,210102315,Manziat,2012,1963
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01337,210103370,Saint-Bénigne,1292,1265
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01323,210103230,Reyssouze,993,980
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01102,210101028,Chevroux,967,952
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01026,210100269,Bâgé-le-Châtel,983,923
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01175,210101754,Gorrevod,860,835
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01094,210100947,Chavannes-sur-Reyssouze,765,753
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01332,210103321,Saint-André-de-Bâgé,773,751
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01284,210102844,Ozan,692,686
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01402,210104022,Sermoyer,688,668
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01352,210103529,Saint-Étienne-sur-Reyssouze,577,571
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01057,210100574,Boz,519,512
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01016,210100160,Arbigny,468,463
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01050,210100509,Boissey,342,336
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01439,210104394,Vésines,103,99
01,200071371,CC Bresse et Saône,CC,FPU,20,25759,25181,01,01023,210100236,Asnières-sur-Saône,66,66
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01053,210100533,Bourg-en-Bresse,43306,41527
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01451,210104519,Viriat,6566,6418
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01289,210102893,Péronnas,6675,6385
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01344,210103446,Saint-Denis-lès-Bourg,5908,5747
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01024,210100244,Attignat,3275,3211
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01072,210100723,Ceyzériat,3218,3157
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01426,200057347,Val-Revermont,2654,2601
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01301,210103016,Polliat,2572,2511
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01266,210102661,Montrevel-en-Bresse,2531,2489
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01350,210103503,Saint-Étienne-du-Bois,2485,2448
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01130,200086965,Bresse Vallons,2327,2282
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01232,210102323,Marboz,2291,2244
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01163,210101630,Foissiat,2124,2085
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01254,210102547,Montagnat,2040,1992
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01374,210103743,Saint-Martin-du-Mont,1871,1826
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01065,210100657,Buellas,1845,1782
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01195,210101952,Jasseron,1807,1755
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01069,210100699,Certines,1557,1517
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01211,210102117,Lent,1439,1405
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01422,210104220,Tossiat,1398,1362
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01115,210101150,Confrançon,1365,1336
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01241,210102414,Meillonnas,1368,1335
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01447,210104477,Villereversure,1339,1291
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01405,210104055,Servas,1275,1247
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01229,210102299,Malafretaz,1240,1216
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01196,210101960,Jayat,1194,1182
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01108,210101085,Coligny,1206,1181
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01145,210101457,Dompierre-sur-Veyle,1187,1166
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01151,210101515,Druillat,1178,1159
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01336,210103362,Saint-André-sur-Vieux-Jonc,1176,1147
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01388,210103883,Saint-Trivier-de-Courtes,1102,1093
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01264,210102646,Montracol,1060,1040
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01385,210103859,Saint-Rémy,1017,994
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01236,210102364,Marsonnas,1019,991
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01369,210103693,Saint-Just,950,926
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01245,210102455,Bohas-Meyriat-Rignat,934,913
01,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,74,136286,132380,01,01321,210103214,Revonnas,934,905
